candidate_id,skills,qualification,experience_level,job_role
611,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
612,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
613,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
614,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
615,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
616,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
617,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
618,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
619,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
620,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
621,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
622,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
623,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
624,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
625,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
626,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
627,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
628,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
629,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
630,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
631,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
632,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
633,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
634,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
635,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
636,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
637,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
638,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
639,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
640,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
641,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
642,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
643,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
644,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
645,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
646,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
647,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
648,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
649,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
650,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
651,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
652,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
653,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
654,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
655,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
656,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
657,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
658,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
659,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
660,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
661,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
662,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
663,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
664,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
665,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
666,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
667,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
668,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
669,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
670,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
671,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
672,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
673,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
674,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
675,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
676,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
677,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
678,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
679,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
680,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
681,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
682,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
683,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
684,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
685,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
686,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
687,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
688,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
689,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
690,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
691,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
692,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
693,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
694,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
695,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
696,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
697,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
698,"Scrum, Agile, Project Management, Leadership",Master's in Business Administration,Mid,Software Project Manager
699,"Python, Pandas, SQL, Data Visualization",Master's in Data Science,Entry,Data Analyst
700,"Kubernetes, Helm, AWS, Docker, CI/CD",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
701,"HTML, CSS, JavaScript, Angular",Bachelor's in Information Technology,Mid,Web Developer
702,"Python, TensorFlow, Deep Learning, NLP",PhD in Artificial Intelligence,Senior,AIML
703,"Java, Kotlin, Android Development, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
704,"Python, Flask, PostgreSQL, JavaScript",Bachelor's in Computer Science,Entry,Full Stack Python Developer
705,"Java, Spring Boot, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
706,"Adobe XD, Figma, UI/UX Design, Prototyping",Bachelor's in Graphic Design,Mid,Designer
707,"SQL, R, Tableau, Statistics",Bachelor's in Statistics,Entry,Data Analyst
708,"C++, Unity, Game Physics, VR Development",Bachelor's in Game Development,Mid,Game Developer
709,"AWS, Jenkins, Docker, Ansible",Bachelor's in Computer Science,Senior,DevOps Engineer
710,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
711,"Python, TensorFlow, Keras, Machine Learning",Master's in Data Science,Mid,Data Scientist
712,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
713,"React, JavaScript, HTML, CSS, TypeScript",Bachelor's in Computer Science,Mid,Frontend Developer
714,"Java, Hibernate, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
715,"Digital Marketing, SEO, Content Creation, Analytics",Bachelor's in Marketing,Mid,Marketing
716,"HR Management, Recruitment, Communication",Master's in Human Resources,Senior,HR
717,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
718,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
719,"Network Security, Penetration Testing, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
720,"Agile, JIRA, Stakeholder Management, Scrum",Master's in Business Administration,Mid,Software Project Manager
721,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
722,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
723,"Kubernetes, Docker, GCP, Terraform",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
724,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
725,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
726,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
727,"C++, Unreal Engine, Game Design, 3D Modeling",Bachelor's in Game Development,Mid,Game Developer
728,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
729,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
730,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
731,"React, TypeScript, HTML, CSS, Redux",Bachelor's in Computer Science,Entry,Frontend Developer
732,"Java, Spring, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
733,"Marketing Strategy, SEO, Social Media, PPC",Bachelor's in Marketing,Mid,Marketing
734,"HR Policies, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
735,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
736,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
737,"Network Security, Ethical Hacking, Firewalls",Master's in Cybersecurity,Senior,Cybersecurity Engineer
738,"Agile, Scrum, Project Management, Leadership",Master's in Business Administration,Mid,Software Project Manager
739,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
740,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
741,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
742,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
743,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
744,"Python, Flask, JavaScript, PostgreSQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
745,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
746,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
747,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
748,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
749,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
750,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
751,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
752,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
753,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
754,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
755,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
756,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
757,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
758,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
759,"Network Security, Penetration Testing, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
760,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
761,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
762,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
763,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
764,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
765,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
766,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
767,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
768,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
769,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
770,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
771,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
772,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
773,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
774,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
775,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
776,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
777,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
778,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
779,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
780,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
781,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
782,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
783,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
784,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,"Entry,",Full Stack Python Developer
785,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
786,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
787,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
788,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
789,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
790,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
791,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
792,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
793,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
794,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
795,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
796,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
797,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
798,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
799,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
800,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
801,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
802,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
803,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
804,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
805,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
806,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
807,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
808,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
809,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
810,"Solidity, Web3js, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
811,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
812,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
813,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
814,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
815,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
816,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
817,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
818,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
819,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
820,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
821,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
822,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
823,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
824,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
825,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
826,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
827,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
828,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
829,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
830,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
831,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
832,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
833,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
834,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
835,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
836,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
837,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
838,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
839,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
840,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
841,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
842,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
843,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
844,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
845,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
846,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
847,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
848,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
849,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
850,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
851,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
852,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
853,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
854,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
855,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
856,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
857,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
858,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
859,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
860,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
861,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
862,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
863,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
864,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
865,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
866,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
867,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
868,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
869,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
870,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
871,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
872,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
873,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
874,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
875,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
876,"HR Management, Recruitment, Employee Relations",Master's in Human Resources,Senior,HR
877,"C#, .NET Core, Azure, SQL Server",Bachelor's in Computer Science,Mid,C# Developer
878,"Swift, iOS, Xcode, UI/UX",Bachelor's in Computer Science,Entry,Mobile Developer
879,"Network Security, Ethical Hacking, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
880,"Agile, JIRA, Stakeholder Management",Master's in Business Administration,Mid,Software Project Manager
881,"Python, R, SQL, Machine Learning",Master's in Data Science,Senior,Data Scientist
882,"Figma, Sketch, UI/UX, Wireframing",Bachelor's in Design,Entry,Designer
883,"Kubernetes, Docker, GCP, CI/CD",Bachelor's in Computer Science,Mid,Kubernetes Operations Engineer
884,"JavaScript, Node.js, Express, MongoDB",Bachelor's in Information Technology,Entry,Web Developer
885,"Python, Django, PostgreSQL, JavaScript",Bachelor's in Computer Science,Mid,Full Stack Python Developer
886,"Java, Spring Boot, Angular, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
887,"C++, Unreal Engine, VR Development",Bachelor's in Game Development,Mid,Game Developer
888,"AWS, Terraform, Jenkins, Linux",Bachelor's in Computer Science,Senior,DevOps Engineer
889,"PHP, Symfony, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
890,"Solidity, Web3, Ethereum, JavaScript",Bachelor's in Computer Science,Mid,Blockchain Developer
891,"React, TypeScript, HTML, CSS",Bachelor's in Computer Science,Entry,Frontend Developer
892,"Java, Spring, SQL, Microservices",Bachelor's in Software Engineering,Senior,Backend Developer
893,"Marketing Campaigns, Social Media, Analytics",Bachelor's in Marketing,Mid,Marketing
894,"HR Policies, Recruitment, Training",Master's in Human Resources,Senior,HR
895,"C#, ASP.NET, SQL Server, Azure",Bachelor's in Computer Science,Mid,C# Developer
896,"Swift, iOS Development, UI/UX, Core Data",Bachelor's in Computer Science,Entry,Mobile Developer
897,"Penetration Testing, Firewalls, SIEM",Master's in Cybersecurity,Senior,Cybersecurity Engineer
898,"Scrum, Agile, Project Management",Master's in Business Administration,Mid,Software Project Manager
899,"Python, Pandas, SQL, Tableau",Master's in Data Science,Entry,Data Analyst
900,"Kubernetes, Helm, AWS, Docker",Bachelor's in Computer Science,Senior,Kubernetes Operations Engineer
901,"HTML, CSS, JavaScript, Vue.js",Bachelor's in Information Technology,Mid,Web Developer
902,"Python, TensorFlow, NLP, Deep Learning",PhD in Artificial Intelligence,Senior,AIML
903,"Java, Kotlin, Android SDK, REST APIs",Bachelor's in Software Engineering,Mid,Mobile Developer
904,"Python, Flask, JavaScript, SQL",Bachelor's in Computer Science,Entry,Full Stack Python Developer
905,"Java, Spring, React, AWS",Master's in Software Engineering,Senior,Full Stack Java Developer
906,"Adobe XD, Figma, UI/UX, Prototyping",Bachelor's in Graphic Design,Mid,Designer
907,"SQL, R, Data Visualization, Statistics",Bachelor's in Statistics,Entry,Data Analyst
908,"C++, Unity, Game Design, VR",Bachelor's in Game Development,Mid,Game Developer
909,"AWS, Jenkins, Docker, Terraform",Bachelor's in Computer Science,Senior,DevOps Engineer
910,"PHP, Laravel, MySQL, JavaScript",Bachelor's in Information Technology,Entry,PHP Developer
911,"Python, TensorFlow, Keras, NLP",Master's in Data Science,Mid,Data Scientist
912,"Solidity, Ethereum, Web3, Blockchain",Bachelor's in Computer Science,Senior,Blockchain Developer
913,"React, JavaScript, HTML, CSS, Redux",Bachelor's in Computer Science,Mid,Frontend Developer
914,"Java, Hibernate, SQL, REST APIs",Bachelor's in Software Engineering,Senior,Backend Developer
915,"Digital Marketing, SEO, PPC, Analytics",Bachelor's in Marketing,Mid,Marketing
